Time,Throughput
402,9.95837
403,9.95955
404,9.972480000000001
405,9.96307
406,9.963080000000001
407,9.972480000000001
408,9.986329999999999
409,9.95837
410,9.97719
411,9.95366
412,9.95702
413,9.972480000000001
414,9.967780000000001
415,9.96307
416,9.94896
417,9.96307
418,9.994430000000001
419,9.953669999999999
420,9.96778
421,9.96307
422,9.96777
423,9.96307
424,9.958369999999999
425,9.96307
426,9.98499
427,9.98189
428,9.94896
429,9.967780000000001
430,9.97248
431,9.96307
432,9.95837
433,9.958369999999999
434,9.96307
435,9.955490000000001
436,9.98659
437,9.967780000000001
438,9.967780000000001
439,9.972480000000001
440,9.94426
441,9.96777
442,9.97719
443,9.96307
444,9.98931
445,9.94426
446,9.972480000000001
447,9.97718
448,9.95837
449,9.95366
450,9.96307
451,9.972480000000001
452,9.96368
453,9.97719
454,9.96777
455,9.972480000000001
456,9.96307
457,9.951360000000001
458,9.96778
459,9.972480000000001
460,9.95837
461,9.97673
462,9.972480000000001
463,9.96307
464,9.96307
465,9.97718
466,9.953669999999999
467,9.96307
468,9.963069999999998
469,9.94896
470,9.972480000000001
471,9.98237
472,9.958369999999999
473,9.96778
474,9.972480000000001
475,9.96307
476,9.958369999999999
477,9.967780000000001
478,9.95367
479,9.96308
480,9.97703
481,9.967780000000001
482,9.972480000000001
483,9.972480000000001
484,9.95837
485,9.953669999999999
486,9.96777
487,9.96778
488,10.00941
489,9.94896
490,9.95837
491,9.96778
492,9.95837
493,9.972480000000001
494,9.95366
495,9.958369999999999
496,9.972480000000001
497,9.97622
498,9.96777
499,9.96777
500,9.97248
501,9.95366
502,9.96307
503,9.96307
504,9.967770000000002
505,9.96777
506,9.98339
507,9.95837
508,9.96777
509,9.96777
510,9.95767
511,9.96307
512,9.96307
513,9.96307
514,9.96419
515,9.967780000000001
516,9.95837
517,9.972480000000001
518,9.967780000000001
519,9.97946
520,9.967780000000001
521,9.96777
522,9.972480000000001
523,9.952770000000001
524,9.958359999999999
525,9.96777
526,9.967780000000001
527,9.93955
528,9.96777
529,9.90596
530,9.972480000000001
531,9.96778
532,9.96777
533,9.967780000000001
534,9.96777
535,9.96547
536,9.963069999999998
537,9.963080000000001
538,9.972480000000001
539,9.96778
540,9.96777
541,9.97856
542,9.96778
543,9.97718
544,9.93955
545,9.972480000000001
546,9.958369999999999
547,9.97718
548,9.95366
549,9.94896
550,9.96307
551,9.93862
552,9.96778
553,9.967780000000001
554,9.96307
555,9.967780000000001
556,9.963069999999998
557,9.94896
558,9.972480000000001
559,10.02282
560,9.920729999999999
561,9.98189
562,9.95837
563,9.96307
564,9.96777
565,9.95366
566,9.972480000000001
567,9.95837
568,9.980609999999999
569,9.96307
570,9.972480000000001
571,9.96307
572,9.972480000000001
573,9.95366
574,9.967780000000001
575,9.96777
576,9.958369999999999
577,9.98957
578,9.95837
579,9.972480000000001
580,9.96307
581,9.95837
582,9.972480000000001
583,9.94896
584,9.972480000000001
585,9.953669999999999
586,9.991769999999999
587,9.95366
588,9.972480000000001
589,9.96307
590,9.96307
591,9.967770000000002
592,9.91603
593,10.0007
594,9.958359999999999
595,9.98537
596,9.97718
597,9.967780000000001
598,9.96308
599,9.958369999999999
