Time,Flow,Throughput
389,2,3.51389
389,3,0.155584
390,0,6.33629
390,1,0.304864
390,2,3.62678
390,3,0.16016
391,0,5.26848
391,1,0.264544
391,2,4.68518
391,3,0.205504
392,0,5.15558
392,1,0.227552
392,2,4.80749
392,3,0.212576
393,0,5.20733
393,1,0.229632
393,2,4.76515
393,3,0.210496
394,0,5.0568
394,1,0.222144
394,2,4.95293
394,3,0.280352
395,0,6.47741
395,1,0.287456
395,2,3.45744
395,3,0.186752
396,0,6.57619
396,1,0.290368
396,2,3.39629
396,3,0.14976
397,0,6.61382
397,1,0.292448
397,2,3.35395
397,3,0.148512
398,0,6.57619
398,1,0.2912
398,2,3.37277
398,3,0.149344
399,0,5.75366
399,1,0.312352
399,2,4.20538
399,3,0.183872
400,0,5.37197
400,1,0.23712
400,2,4.60051
400,3,0.20384
401,0,5.40019
401,1,0.238784
401,2,4.56758
401,3,0.20176
402,0,5.32493
402,1,0.235872
402,2,4.63344
402,3,0.204672
403,0,4.63814
403,1,0.249504
403,2,5.32141
403,3,0.2704
404,0,4.26182
404,1,0.188448
404,2,5.71066
404,3,0.25168
405,0,4.2336
405,1,0.1872
405,2,5.72947
405,3,0.25376
406,0,4.32298
406,1,0.190944
406,2,5.6401
406,3,0.249184
407,0,4.56288
407,1,0.20176
407,2,5.4096
407,3,0.240032
408,0,5.7671
408,1,0.25376
408,2,4.21923
408,3,0.283296
409,0,6.45389
409,1,0.285792
409,2,3.50448
409,3,0.154752
410,0,6.47741
410,1,0.285792
410,2,3.49978
410,3,0.154752
411,0,6.52915
411,1,0.28912
411,2,3.42451
411,3,0.151424
412,0,5.68579
412,1,0.336832
412,2,4.27123
412,3,0.187616
413,0,5.42371
413,1,0.239616
413,2,4.54877
413,3,0.200928
414,0,5.45664
414,1,0.24128
414,2,4.51114
414,3,0.199264
415,0,5.46134
415,1,0.241696
415,2,4.50173
415,3,0.199264
416,0,4.50643
416,1,0.265536
416,2,5.44253
416,3,0.237952
417,0,3.30691
417,1,0.146016
417,2,6.65616
417,3,0.294112
418,0,4.63344
418,1,0.203424
418,2,5.36099
418,3,0.334976
419,0,5.06621
419,1,0.22464
419,2,4.88746
419,3,0.21632
420,0,5.1697
420,1,0.228384
420,2,4.79808
420,3,0.21216
421,0,5.32963
421,1,0.235456
421,2,4.63344
421,3,0.205504
422,0,5.36726
422,1,0.237536
422,2,4.60051
422,3,0.203008
423,0,4.64755
423,1,0.251616
423,2,5.31552
423,3,0.233376
424,0,4.10659
424,1,0.182208
424,2,5.85178
424,3,0.258752
425,0,4.2336
425,1,0.1872
425,2,5.72947
425,3,0.253344
426,0,4.3512
426,1,0.19136
426,2,5.63379
426,3,0.33248
427,0,5.9929
427,1,0.26416
427,2,3.98899
427,3,0.178464
428,0,5.93174
428,1,0.262912
428,2,4.01722
428,3,0.177632
429,0,6.04464
429,1,0.267072
429,2,3.92314
429,3,0.173472
430,0,6.06816
430,1,0.26832
430,2,3.90432
430,3,0.17264
431,0,5.73888
431,1,0.284096
431,2,4.22419
431,3,0.185952
432,0,5.59306
432,1,0.24752
432,2,4.36531
432,3,0.19344
433,0,4.98154
433,1,0.275104
433,2,4.97683
433,3,0.2184
434,0,4.24771
434,1,0.187616
434,2,5.71536
434,3,0.252096
435,0,4.09248
435,1,0.182208
435,2,5.86301
435,3,0.333216
436,0,5.63069
436,1,0.246688
436,2,4.3559
436,3,0.207712
437,0,5.73888
437,1,0.254176
437,2,4.2289
437,3,0.1872
438,0,5.83296
438,1,0.257504
438,2,4.13482
438,3,0.182624
439,0,5.91763
439,1,0.261664
439,2,4.05485
439,3,0.179296
440,0,5.68714
440,1,0.30592
440,2,4.25712
440,3,0.18512
441,0,4.60051
441,1,0.202176
441,2,5.36726
441,3,0.238784
442,0,4.68989
442,1,0.206752
442,2,5.2873
442,3,0.233792
443,0,4.68989
443,1,0.207584
443,2,5.27318
443,3,0.23296
444,0,5.39549
444,1,0.237952
444,2,4.59382
444,3,0.302976
445,0,6.27984
445,1,0.277888
445,2,3.66442
445,3,0.16224
446,0,6.29866
446,1,0.278304
446,2,3.67382
446,3,0.16224
447,0,6.37392
447,1,0.281632
447,2,3.60326
447,3,0.159328
448,0,6.24691
448,1,0.294176
448,2,3.71146
448,3,0.163904
449,0,5.14147
449,1,0.26592
449,2,4.81219
449,3,0.210912
450,0,5.0568
450,1,0.223808
450,2,4.90627
450,3,0.217568
451,0,5.11325
451,1,0.225888
451,2,4.85923
451,3,0.214656
452,0,5.04269
452,1,0.22256
452,2,4.92099
452,3,0.289152
453,0,6.41626
453,1,0.283296
453,2,3.56093
453,3,0.181248
454,0,6.50563
454,1,0.287872
454,2,3.46214
454,3,0.153088
455,0,6.57619
455,1,0.290368
455,2,3.39629
455,3,0.150176
456,0,6.52915
456,1,0.288704
456,2,3.43392
456,3,0.151424
457,0,5.83066
457,1,0.341696
457,2,4.1207
457,3,0.18096
458,0,5.30141
458,1,0.234624
458,2,4.66637
458,3,0.20592
459,0,5.34845
459,1,0.236704
459,2,4.62403
459,3,0.204672
460,0,5.25907
460,1,0.232544
460,2,4.6993
460,3,0.207168
461,0,5.43782
461,1,0.26512
461,2,4.53891
461,3,0.295712
462,0,6.27043
462,1,0.277056
462,2,3.70205
462,3,0.163488
463,0,6.28454
463,1,0.278304
463,2,3.67853
463,3,0.162656
464,0,6.27043
464,1,0.277472
464,2,3.69264
464,3,0.163488
465,0,6.20928
465,1,0.274144
465,2,3.7679
465,3,0.1664
466,0,6.15754
466,1,0.272896
466,2,3.79613
466,3,0.167648
467,0,5.86118
467,1,0.289568
467,2,4.10189
467,3,0.180544
468,0,5.66832
468,1,0.250848
468,2,4.29475
468,3,0.190112
469,0,4.5911
469,1,0.274752
469,2,5.35786
469,3,0.234624
470,0,3.6503
470,1,0.161408
470,2,6.32218
470,3,0.281376
471,0,4.99565
471,1,0.220064
471,2,4.98672
471,3,0.312064
472,0,5.34845
472,1,0.236704
472,2,4.60992
472,3,0.20384
473,0,5.43312
473,1,0.240032
473,2,4.53466
473,3,0.200928
474,0,5.57424
474,1,0.246272
474,2,4.39824
474,3,0.194688
475,0,5.54131
475,1,0.245024
475,2,4.42176
475,3,0.194688
476,0,5.12266
476,1,0.2544
476,2,4.83571
476,3,0.21424
477,0,5.12736
477,1,0.250048
477,2,4.84042
477,3,0.213408
478,0,3.94666
478,1,0.217984
478,2,6.00701
478,3,0.26416
479,0,3.61738
479,1,0.160576
479,2,6.3457
479,3,0.280384
480,0,4.73693
480,1,0.208
480,2,5.2401
480,3,0.324928
481,0,5.4096
481,1,0.239616
481,2,4.55818
481,3,0.201344
482,0,5.48486
482,1,0.242112
482,2,4.48762
482,3,0.198848
483,0,5.61658
483,1,0.247936
483,2,4.3559
483,3,0.192608
484,0,5.63069
484,1,0.2496
484,2,4.32768
484,3,0.19136
485,0,5.02858
485,1,0.293216
485,2,4.92509
485,3,0.215904
486,0,4.33238
486,1,0.19136
486,2,5.63539
486,3,0.249184
487,0,4.44058
487,1,0.196352
487,2,5.5272
487,3,0.244608
488,0,4.43587
488,1,0.19344
488,2,5.57354
488,3,0.308064
489,0,5.94115
489,1,0.26416
489,2,4.00781
489,3,0.198944
490,0,6.05875
490,1,0.267904
490,2,3.89962
490,3,0.17264
491,0,6.13402
491,1,0.271232
491,2,3.83376
491,3,0.169728
492,0,6.17635
492,1,0.273312
492,2,3.78202
492,3,0.167232
493,0,5.91293
493,1,0.314976
493,2,4.05955
493,3,0.176384
494,0,4.85923
494,1,0.215488
494,2,5.09443
494,3,0.22672
495,0,4.92979
495,1,0.2184
495,2,5.02858
495,3,0.22256
496,0,4.92038
496,1,0.217152
496,2,5.0521
496,3,0.223392
497,0,5.55542
497,1,0.244192
497,2,4.4208
497,3,0.292224
498,0,6.44918
498,1,0.286208
498,2,3.51859
498,3,0.154752
499,0,6.44918
499,1,0.28496
499,2,3.51859
499,3,0.156
500,0,6.51974
500,1,0.287872
500,2,3.45274
500,3,0.152672
501,0,6.37862
501,1,0.287904
501,2,3.57504
501,3,0.157664
502,0,5.35315
502,1,0.290368
502,2,4.60992
502,3,0.202176
503,0,5.20733
503,1,0.230048
503,2,4.75574
503,3,0.210496
504,0,5.24966
504,1,0.232544
504,2,4.71811
504,3,0.208832
505,0,5.04739
505,1,0.222976
505,2,4.92038
505,3,0.243936
506,0,6.34099
506,1,0.279136
506,2,3.6424
506,3,0.229248
507,0,6.55738
507,1,0.289952
507,2,3.40099
507,3,0.150592
508,0,6.5903
508,1,0.291616
508,2,3.37747
508,3,0.149344
509,0,6.57619
509,1,0.290784
509,2,3.39158
509,3,0.14976
510,0,5.82285
510,1,0.3408
510,2,4.13482
510,3,0.181376
511,0,5.32963
511,1,0.235456
511,2,4.63344
511,3,0.204672
512,0,5.37197
512,1,0.237952
512,2,4.5911
512,3,0.203424
513,0,5.32963
513,1,0.235872
513,2,4.63344
513,3,0.204256
514,0,4.76515
514,1,0.254432
514,2,5.19904
514,3,0.297344
515,0,4.33709
515,1,0.192192
515,2,5.63069
515,3,0.248352
516,0,4.28064
516,1,0.18928
516,2,5.67773
516,3,0.25168
517,0,4.3559
517,1,0.192608
517,2,5.61658
517,3,0.247936
518,0,4.54877
518,1,0.200928
518,2,5.41901
518,3,0.240032
519,0,5.46605
519,1,0.240448
519,2,4.51341
519,3,0.295296
520,0,6.53856
520,1,0.28912
520,2,3.42922
520,3,0.15184
521,0,6.50563
521,1,0.287872
521,2,3.46214
521,3,0.153088
522,0,6.5856
522,1,0.290784
522,2,3.38688
522,3,0.14976
523,0,5.88851
523,1,0.345984
523,2,4.06426
523,3,0.178464
524,0,5.48486
524,1,0.242944
524,2,4.4735
524,3,0.1976
525,0,5.51779
525,1,0.244192
525,2,4.44998
525,3,0.196768
526,0,5.54602
526,1,0.244608
526,2,4.42176
526,3,0.195936
527,0,4.92038
527,1,0.297792
527,2,5.01917
527,3,0.217152
528,0,2.76595
528,1,0.121472
528,2,7.20182
528,3,0.319072
529,0,3.0529
529,1,0.134368
529,2,6.85306
529,3,0.409568
530,0,4.4641
530,1,0.197184
530,2,5.50838
530,3,0.242944
531,0,4.52525
531,1,0.200096
531,2,5.44253
531,3,0.240448
532,0,4.69459
532,1,0.207168
532,2,5.27318
532,3,0.233792
533,0,4.87805
533,1,0.215904
533,2,5.08973
533,3,0.225056
534,0,4.95331
534,1,0.218816
534,2,5.01446
534,3,0.221728
535,0,4.80278
535,1,0.256576
535,2,5.16269
535,3,0.261696
536,0,4.42646
536,1,0.195936
536,2,5.53661
536,3,0.244608
537,0,4.37002
537,1,0.19344
537,2,5.59306
537,3,0.247104
538,0,4.45469
538,1,0.196768
538,2,5.51779
538,3,0.244192
539,0,4.60992
539,1,0.20384
539,2,5.35786
539,3,0.23712
540,0,4.88275
540,1,0.215488
540,2,5.08502
540,3,0.240288
541,0,6.28454
541,1,0.277056
541,2,3.69402
541,3,0.20944
542,0,6.56208
542,1,0.289952
542,2,3.4057
542,3,0.150592
543,0,6.59971
543,1,0.291616
543,2,3.37747
543,3,0.149344
544,0,6.1152
544,1,0.356256
544,2,3.82435
544,3,0.167648
545,0,5.55072
545,1,0.24544
545,2,4.42176
545,3,0.19552
546,0,5.56483
546,1,0.246272
546,2,4.39354
546,3,0.194688
547,0,5.58835
547,1,0.246688
547,2,4.38883
547,3,0.19344
548,0,5.50368
548,1,0.244192
548,2,4.44998
548,3,0.196352
549,0,3.72086
549,1,0.244864
549,2,6.2281
549,3,0.27248
550,0,2.7048
550,1,0.119808
550,2,7.25827
550,3,0.320736
551,0,4.13952
551,1,0.181376
551,2,5.7991
551,3,0.36064
552,0,4.57229
552,1,0.202176
552,2,5.39549
552,3,0.238784
553,0,4.68989
553,1,0.207168
553,2,5.27789
553,3,0.233376
554,0,4.88275
554,1,0.215904
554,2,5.08032
554,3,0.225056
555,0,5.00976
555,1,0.221728
555,2,4.95802
555,3,0.219232
556,0,4.98624
556,1,0.245984
556,2,4.97683
556,3,0.220064
557,0,3.81494
557,1,0.188224
557,2,6.13402
557,3,0.269568
558,0,3.86198
558,1,0.17056
558,2,6.1105
558,3,0.2704
559,0,3.97018
559,1,0.171808
559,2,6.05264
559,3,0.330496
560,0,5.42371
560,1,0.242944
560,2,4.49702
560,3,0.2256
561,0,5.6448
561,1,0.248352
561,2,4.33709
561,3,0.191776
562,0,5.71536
562,1,0.253344
562,2,4.24301
562,3,0.187616
563,0,5.81885
563,1,0.257504
563,2,4.14422
563,3,0.183456
564,0,5.69654
564,1,0.265216
564,2,4.27123
564,3,0.188448
565,0,4.5911
565,1,0.26272
565,2,5.36256
565,3,0.235456
566,0,4.51114
566,1,0.199264
566,2,5.46134
566,3,0.241696
567,0,4.52995
567,1,0.200928
567,2,5.42842
567,3,0.240032
568,0,5.02858
568,1,0.22048
568,2,4.95203
568,3,0.321664
569,0,6.13872
569,1,0.272064
569,2,3.82435
569,3,0.16848
570,0,6.14342
570,1,0.271232
570,2,3.82906
570,3,0.169728
571,0,6.21869
571,1,0.275392
571,2,3.74438
571,3,0.165152
572,0,6.19517
572,1,0.273728
572,2,3.77731
572,3,0.167648
573,0,5.40019
573,1,0.31888
573,2,4.55347
573,3,0.199264
574,0,4.92509
574,1,0.217984
574,2,5.04269
574,3,0.222976
575,0,5.00035
575,1,0.220896
575,2,4.96742
575,3,0.219648
576,0,4.88746
576,1,0.216736
576,2,5.07091
576,3,0.243328
577,0,6.19517
577,1,0.27248
577,2,3.7944
577,3,0.244192
578,0,6.44448
578,1,0.28496
578,2,3.51389
578,3,0.155584
579,0,6.48682
579,1,0.286624
579,2,3.48566
579,3,0.154336
580,0,6.49152
580,1,0.287456
580,2,3.47155
580,3,0.152672
581,0,6.14813
581,1,0.304096
581,2,3.81024
581,3,0.16848
582,0,6.01642
582,1,0.265824
582,2,3.95606
582,3,0.17472
583,0,5.42842
583,1,0.317152
583,2,4.52054
583,3,0.198432
584,0,4.68518
584,1,0.207168
584,2,5.2873
584,3,0.233376
585,0,4.3465
585,1,0.192192
585,2,5.60717
585,3,0.247936
586,0,5.5319
586,1,0.243776
586,2,4.45987
586,3,0.28208
587,0,5.95526
587,1,0.263744
587,2,3.9984
587,3,0.1768
588,0,6.01642
588,1,0.265824
588,2,3.95606
588,3,0.17472
589,0,6.09638
589,1,0.269568
589,2,3.86669
589,3,0.171392
590,0,5.97408
590,1,0.294496
590,2,3.98899
590,3,0.175968
591,0,5.5319
591,1,0.244608
591,2,4.43587
591,3,0.195936
592,0,5.46605
592,1,0.296224
592,2,4.44998
592,3,0.194688
593,0,4.32768
593,1,0.189696
593,2,5.67302
593,3,0.250848
594,0,4.05014
594,1,0.179296
594,2,5.90822
594,3,0.261248
595,0,5.0615
595,1,0.22256
595,2,4.92387
595,3,0.305824
596,0,5.73888
596,1,0.253344
596,2,4.2383
596,3,0.187616
597,0,5.78122
597,1,0.255424
597,2,4.18656
597,3,0.184704
598,0,5.89882
598,1,0.260832
598,2,4.06426
598,3,0.180128
599,0,5.85178
599,1,0.259168
599,2,4.10659
599,3,0.181376
